instructor_user_id,charge_amount,charge_application_fee,event_complete_timestamp,credit_amount,credit_application_fee,product_kind,created_at
0,10,0,NULL,0,0,7,1621230303
2183,21,2.52,NULL,0,0,4,1621230303
2183,0,0,NULL,0,0,1,1621230309
2150,0,0,NULL,0,0,1,1621230340
2183,41.13,0,NULL,0,0,4,1621230425
2181,30,0,NULL,0,0,1,1621230430
2183,0,0,NULL,0,0,4,1621230573
2183,20,2.4,NULL,0,0,4,1621230728
2183,87.58,0,NULL,0,0,4,1621230817
2183,408,48.96,NULL,0,0,4,1621230918
2183,480.97,0,NULL,0,0,4,1621230982
2183,0,0,NULL,0,0,6,1621230987
2183,480.97,0,NULL,0,0,4,1621231035
2183,0,0,NULL,0,0,6,1621231038
2183,87.58,0,NULL,0,0,4,1621231080
2183,408,48.96,NULL,0,0,4,1621231153
2183,480.97,0,NULL,0,0,4,1621231216
2183,20,2.4,NULL,0,0,4,1621231284
2183,80,0,NULL,0,0,4,1621231343
2183,38.71,0,NULL,0,0,4,1621231486
2183,20,2.4,NULL,0,0,4,1621231579
2183,408,48.96,NULL,0,0,4,1621231632
2183,87.58,0,NULL,0,0,4,1621231689
2183,408,48.96,NULL,0,0,4,1621231739
2183,480.97,0,NULL,0,0,4,1621231810
2183,80,0,NULL,0,0,4,1621231874
2183,38.71,0,NULL,0,0,4,1621232010
2183,20,2.4,NULL,0,0,4,1621232107
2183,87.58,0,NULL,0,0,4,1621232213
2183,408,48.96,NULL,0,0,4,1621232264
2183,480.97,0,NULL,0,0,4,1621232310
2183,20,2.4,NULL,0,0,4,1621232380
2183,80,0,NULL,0,0,4,1621232433
1539,23,0,NULL,7,0,4,1621237823
1539,0,0,NULL,0,0,1,1621237967
1539,0,0,NULL,0,0,1,1621237972
2183,38.71,0,NULL,0,0,4,1621239541
2183,21,2.52,NULL,0,0,4,1621239633
2183,20,2.4,NULL,0,0,4,1621239780
2183,87.58,0,NULL,0,0,4,1621239837
2183,408,48.96,NULL,0,0,4,1621239986
2183,480.97,0,NULL,0,0,4,1621240117
2183,0,0,NULL,0,0,6,1621240129
2183,480.97,0,NULL,0,0,4,1621240194
2183,0,0,NULL,0,0,6,1621240199
2183,87.58,0,NULL,0,0,4,1621240260
2183,408,48.96,NULL,0,0,4,1621240345
2183,480.97,0,NULL,0,0,4,1621240403
2183,20,2.4,NULL,0,0,4,1621240473
2183,0,0,NULL,0,0,1,1621240496
2183,0,0,NULL,0,0,8,1621240505
2183,80,0,NULL,0,0,4,1621240604
2183,0,0,NULL,0,0,1,1621240619
0,10,0,NULL,0,0,7,1621240710
2183,38.71,0,NULL,0,0,4,1621240751
2183,0,0,NULL,0,0,1,1621240758
2183,21,2.52,NULL,0,0,4,1621240863
2150,0,0,NULL,0,0,1,1621240869
2183,0,0,NULL,0,0,1,1621240874
2181,30,0,NULL,0,0,1,1621240954
2183,41.13,0,NULL,0,0,4,1621240997
2183,20,2.4,NULL,0,0,4,1621241186
2183,0,0,NULL,0,0,1,1621241196
2183,0,0,NULL,0,0,8,1621241209
2183,408,48.96,NULL,0,0,4,1621241291
2183,87.58,0,NULL,0,0,4,1621241358
2183,408,48.96,NULL,0,0,4,1621241413
2183,480.97,0,NULL,0,0,4,1621241471
2183,20,2.4,NULL,0,0,4,1621241548
2183,0,0,NULL,0,0,1,1621241559
2183,0,0,NULL,0,0,8,1621241568
2183,20,2.4,NULL,0,0,4,1621241637
2183,0,0,NULL,0,0,8,1621241643
2150,0,0,NULL,0,0,1,1621241775
2183,408,48.96,NULL,0,0,4,1621241831
2183,480.97,0,NULL,0,0,4,1621241888
2538,4,0,NULL,7,0,1,1621244098
2538,11,0,NULL,0,0,4,1621244128
2538,0,0,NULL,0,0,1,1621244152
2538,10,1.2,NULL,0,0,4,1621244456
2150,0,0,NULL,0,0,1,1621244652
1973,0,0,NULL,0,0,1,1621244652
2183,21,2.52,NULL,0,0,4,1621244653
2183,0,0,NULL,0,0,1,1621244658
0,10,0,NULL,0,0,7,1621244681
2150,0,0,NULL,0,0,1,1621244728
2183,41.13,0,NULL,0,0,4,1621244794
2181,30,0,NULL,0,0,1,1621244845
2183,0,0,NULL,0,0,4,1621244986
2183,0,0,NULL,0,0,1,1621245000
2183,87.58,0,NULL,0,0,4,1621245199
2183,408,48.96,NULL,0,0,4,1621245376
2183,480.97,0,NULL,0,0,4,1621245497
2183,0,0,NULL,0,0,6,1621245502
2183,480.97,0,NULL,0,0,4,1621245600
2183,0,0,NULL,0,0,6,1621245606
2183,87.58,0,NULL,0,0,4,1621245694
2183,408,48.96,NULL,0,0,4,1621245818
2183,480.97,0,NULL,0,0,4,1621245930
2183,20,2.4,NULL,0,0,4,1621246082
2183,0,0,NULL,0,0,1,1621246106
2183,0,0,NULL,0,0,8,1621246120
2183,20,2.4,NULL,0,0,4,1621246187
2183,0,0,NULL,0,0,8,1621246196
2183,80,0,NULL,0,0,4,1621246258
2183,20,2.4,NULL,0,0,4,1621246528
2183,0,0,NULL,0,0,1,1621246537
2183,0,0,NULL,0,0,8,1621246545
2183,280.65,0,NULL,0,0,4,1621246632
2183,37,4.44,NULL,0,0,4,1621246740
2183,194.52,0,NULL,0,0,4,1621246821
2183,99.1,0,NULL,0,0,6,1621246828
2183,194.52,0,NULL,0,0,4,1621246875
2183,0,0,NULL,0,0,6,1621246879
2183,80,0,NULL,0,0,4,1621246937
2183,0,0,NULL,0,0,1,1621246962
2407,0,0,NULL,0,0,1,1621248494
4527,107.9,0,NULL,0,0,4,1621248658
4527,0,0,1621248893,0,0,1,1621248759
4527,10.29,1.24,NULL,100.71,12.09,4,1621249883
4527,142.71,0,NULL,79.29,0,4,1621249934
4535,14,1.68,1621251464,0,0,1,1621251146
4530,10,1.2,1621256440,0,0,1,1621253073
4530,10,1.2,NULL,0,0,4,1621253761
4530,0,0,NULL,0,0,8,1621253816
4530,0,0,1621257383,0,0,1,1621253866
4528,0,0,1621258769,0,0,1,1621254365
4528,0,0,1621258769,0,0,1,1621254372
4530,14.52,0,NULL,0,0,4,1621254895
4530,20,0,NULL,10,0,4,1621254998
4528,0,0,1621265261,0,0,1,1621255435
4530,1,0,NULL,29,0,4,1621255750
1854,12,1.44,NULL,0,0,4,1621255763
1854,12,1.44,NULL,0,0,4,1621255774
4530,1,0.12,NULL,20,2.4,4,1621255796
4528,11,1.32,NULL,0,0,4,1621255868
4528,11,1.32,NULL,0,0,4,1621255871
4530,10,1.2,1621256440,0,0,1,1621256083
4540,0,0,1621256851,0,0,1,1621256468
4540,0,0,NULL,0,0,1,1621256486
4528,0,0,NULL,0,0,1,1621256493
4528,0,0,NULL,0,0,1,1621256532
4528,0,0,1621257589,0,0,1,1621256640
4540,0,0,1621256851,0,0,1,1621256677
4527,1000,120,1621256768,0,0,2,1621256768
4528,0,0,1621257589,0,0,1,1621256951
4530,10,1.2,1621256968,0,0,2,1621256968
4530,22,2.64,1621257149,0,0,2,1621257149
4530,10,1.2,NULL,0,0,4,1621257690
4527,0,0,1621258140,0,0,1,1621257761
4530,0,0,NULL,0,0,1,1621257775
4530,0,0,NULL,0,0,1,1621257923
4530,0,0,1621354142,0,0,1,1621257961
4527,333,39.96,1621258111,0,0,3,1621258111
4527,33,3.96,1621258598,0,0,2,1621258598
4527,187.26,0,NULL,26.13,0,4,1621258981
2183,38.71,0,NULL,0,0,4,1621261500
2183,0,0,NULL,0,0,1,1621261511
1973,0,0,NULL,0,0,1,1621261547
2150,0,0,NULL,0,0,1,1621261592
2183,21,2.52,NULL,0,0,4,1621261647
2183,0,0,NULL,0,0,1,1621261653
2150,0,0,NULL,0,0,1,1621261682
2183,41.13,0,NULL,0,0,4,1621261774
2181,30,0,NULL,0,0,1,1621261815
2183,0,0,NULL,0,0,4,1621261964
2183,0,0,NULL,0,0,1,1621261978
2183,20,2.4,NULL,0,0,4,1621262099
2183,0,0,NULL,0,0,1,1621262111
2183,0,0,NULL,0,0,8,1621262120
2183,280.65,0,NULL,0,0,4,1621262201
2183,37,4.44,NULL,0,0,4,1621262303
2183,194.52,0,NULL,0,0,4,1621262378
2183,99.1,0,NULL,0,0,6,1621262385
2183,194.52,0,NULL,0,0,4,1621262441
2183,0,0,NULL,0,0,6,1621262444
2183,280.65,0,NULL,0,0,4,1621262487
2183,37,4.44,NULL,0,0,4,1621262586
2183,194.52,0,NULL,0,0,4,1621262689
2183,20,2.4,NULL,0,0,4,1621262809
2183,0,0,NULL,0,0,1,1621262818
2183,0,0,NULL,0,0,8,1621262830
2183,20,2.4,NULL,0,0,4,1621262891
2183,0,0,NULL,0,0,8,1621262896
2183,80,0,NULL,0,0,4,1621262955
2183,994,119.28,NULL,0,0,4,1621263088
2183,80,0,NULL,0,0,4,1621263160
2183,0,0,NULL,0,0,1,1621263178
2150,0,0,NULL,0,0,1,1621263244
4528,3.14,0.38,NULL,7.86,0.94,4,1621263389
4528,3.14,0.38,NULL,7.86,0.94,4,1621263394
4528,0,0,NULL,0,0,8,1621263441
4528,0,0,NULL,0,0,1,1621263487
2150,0,0,NULL,0,0,1,1621263510
4528,0,0,NULL,0,0,8,1621263622
2181,30,0,NULL,0,0,1,1621263653
4528,0,0,1621265261,0,0,1,1621264600
2538,14.52,0,NULL,0,0,4,1621264665
1854,11,0,NULL,0,0,1,1621267580
4527,207.67,0,NULL,5.72,0,4,1621268200
4527,0,0,1621269028,0,0,1,1621268292
4527,0,0,1621269028,0,0,1,1621268378
4527,0,0,1621269028,0,0,1,1621268400
2183,36.13,0,NULL,0,0,4,1621310987
2183,0,0,NULL,0,0,1,1621310994
1973,0,0,NULL,0,0,1,1621311047
2150,0,0,NULL,0,0,1,1621311060
2183,21,2.52,NULL,0,0,4,1621311106
2183,0,0,NULL,0,0,1,1621311113
2150,0,0,NULL,0,0,1,1621311133
2183,38.39,0,NULL,0,0,4,1621311218
2183,0,0,NULL,0,0,4,1621311378
2183,0,0,NULL,0,0,1,1621311387
2183,20,2.4,NULL,0,0,4,1621311457
2183,0,0,NULL,0,0,1,1621311465
2183,0,0,NULL,0,0,8,1621311473
2183,448.9,0,NULL,0,0,4,1621311536
2183,994,119.28,NULL,0,0,4,1621311619
2183,134.13,0,NULL,0,0,4,1621311690
2183,324.35,0,NULL,0,0,6,1621311697
2183,134.13,0,NULL,0,0,4,1621311745
2183,869.45,104.34,NULL,0,0,6,1621311752
2183,448.9,0,NULL,0,0,4,1621311793
2183,994,119.28,NULL,0,0,4,1621311886
2183,134.13,0,NULL,0,0,4,1621311975
2183,20,2.4,NULL,0,0,4,1621312080
2183,0,0,NULL,0,0,1,1621312088
2183,0,0,NULL,0,0,8,1621312096
2183,20,2.4,NULL,0,0,4,1621312158
2183,0,0,NULL,0,0,8,1621312164
2183,80,0,NULL,0,0,4,1621312212
2183,0,0,NULL,0,0,1,1621312230
2183,20,2.4,NULL,0,0,4,1621312333
2183,0,0,NULL,0,0,1,1621312347
2183,0,0,NULL,0,0,8,1621312359
2150,0,0,NULL,0,0,1,1621312442
2181,30,0,NULL,0,0,1,1621312581
4527,0,0,NULL,0,0,1,1621315570
4527,0,0,NULL,0,0,1,1621315574
4527,0,0,1621317238,0,0,1,1621316783
4527,55,6.6,1621317242,0,0,3,1621317242
4530,0,0,NULL,0,0,1,1621317728
4535,14,1.68,1621320565,0,0,1,1621320371
4600,0,0,1621321615,0,0,1,1621321346
1854,0,0,NULL,0,0,1,1621323200
4532,0,0,NULL,0,0,1,1621323352
0,10,0,NULL,0,0,7,1621326611
4609,5,0.6,1621331316,0,0,2,1621331316
4608,73,8.76,1621332224,28,3.36,1,1621331862
4608,0,0,1621335367,0,0,1,1621332004
4608,10,1.2,1621332313,0,0,2,1621332313
4530,0,0,NULL,10,1.2,4,1621332463
4608,10,1.2,NULL,0,0,4,1621332466
4608,0,0,NULL,0,0,8,1621332495
4530,0,0,NULL,0,0,1,1621332560
4530,15,0,NULL,0,0,4,1621332642
4608,4.52,0.54,NULL,0,0,4,1621332655
4530,6,0.72,NULL,15,1.8,4,1621333838
4530,6.78,0,NULL,0,0,4,1621334577
4530,7.25,0,NULL,0,0,6,1621334652
4530,6.78,0,NULL,0,0,4,1621334994
4530,14.7,1.76,NULL,0,0,6,1621335590
1699,11,1.32,1621339572,0,0,1,1621338493
1699,11,1.32,1621338899,0,0,2,1621338899
4608,10,1.2,NULL,0,0,5,1621340996
4607,0,0,1621342830,0,0,1,1621342522
2691,10,0,NULL,0,0,1,1621343061
4527,20,2.4,NULL,0,0,4,1621344345
4527,0,0,NULL,0,0,8,1621344385
4608,0,0,1621346599,0,0,1,1621346331
4608,0,0,1621346816,10,1.2,1,1621346497
4608,0,0,NULL,10,1.2,4,1621346924
4608,0,0,NULL,0,0,8,1621346945
4608,1,0.12,NULL,9,1.08,4,1621347035
4608,0,0,NULL,0,0,1,1621347049
4608,11.11,1.33,1621347166,0,0,2,1621347166
0,10,0,NULL,0,0,7,1621348917
4530,20,2.4,1621352007,0,0,2,1621352007
4528,0,0,NULL,0,0,1,1621352387
4528,0,0,NULL,0,0,8,1621352428
4528,11,1.32,1621352553,0,0,2,1621352553
4528,22,2.64,1621352725,0,0,2,1621352725
4530,10,1.2,NULL,0,0,4,1621352738
4528,0,0,NULL,0,0,1,1621352811
4532,11,1.32,1621352856,0,0,2,1621352856
4528,0,0,NULL,0,0,1,1621353236
4530,0,0,1621354142,10,1.2,1,1621353564
4528,0,0,NULL,0,0,1,1621362865
4528,1000,120,1621363136,0,0,2,1621363136
4618,0,0,NULL,0,0,1,1621372756
4625,0,0,NULL,0,0,1,1621383817
4601,0,0,1621406210,0,0,1,1621405643
4601,0,0,1621406512,10,1.2,1,1621405973
4601,10,1.2,1621406019,0,0,2,1621406019
4601,0,0,NULL,20,2.4,4,1621406228
4601,0,0,NULL,0,0,8,1621406243
4601,1,0.12,NULL,3.61,0.43,4,1621406297
4608,20,2.4,1621406759,0,0,2,1621406759
4637,200,16,1621407010,0,0,2,1621407010
4631,10,1.2,1621407751,0,0,1,1621407584
4631,0,0,1621407751,10,1.2,1,1621407585
4631,25.16,3.02,NULL,0,0,4,1621408838
4631,55,6.6,NULL,0,0,4,1621408854
4528,0,0,NULL,0,0,1,1621409047
4601,0,0,1621409632,0,0,1,1621409295
1689,0,0,NULL,0,0,1,1621409557
4631,5.87,0.71,NULL,0,0,4,1621410375
1689,0,0,NULL,0,0,1,1621413518
4530,0,0,NULL,0,0,1,1621414291
4631,20,2.4,1621415153,0,0,2,1621415153
4608,0,0,1621415473,30,3.6,1,1621415253
4631,200,24,1621415748,0,0,2,1621415748
4601,30,3.6,1621416741,0,0,1,1621416389
4631,35,0,NULL,0,0,5,1621418714
4631,60,0,NULL,0,0,5,1621418911
4528,11,1.32,NULL,0,0,4,1621419437
4528,0,0,1621502556,0,0,1,1621419487
4528,0,0,NULL,0,0,1,1621419501
4528,17.29,2.08,NULL,0,0,4,1621419553
4599,0,0,NULL,0,0,1,1621419820
4599,0,0,NULL,0,0,1,1621419833
4599,0,0,NULL,0,0,1,1621420023
4528,0,0,NULL,0,0,1,1621420049
4535,9,0,NULL,0,0,1,1621421311
1276,8.39,0,NULL,0,0,4,1621421852
2691,31.43,3.77,NULL,0,0,4,1621421929
2183,33.55,0,NULL,0,0,4,1621422274
2183,0,0,NULL,0,0,1,1621422286
4635,10,1.2,NULL,0,0,4,1621422349
2183,33.55,0,NULL,0,0,4,1621423364
2183,0,0,NULL,0,0,1,1621423395
2150,0,0,NULL,0,0,1,1621423471
1973,0,0,NULL,0,0,1,1621423490
2183,33,3.96,NULL,0,0,4,1621423539
2183,0,0,NULL,0,0,1,1621423555
2150,0,0,NULL,0,0,1,1621423567
2181,30,0,NULL,0,0,1,1621423713
2183,0,0,NULL,0,0,4,1621423739
2183,0,0,NULL,0,0,1,1621423758
2183,20,2.4,NULL,0,0,4,1621423863
2183,0,0,NULL,0,0,1,1621423876
2183,0,0,NULL,0,0,8,1621423890
2183,343.03,0,NULL,0,0,4,1621423963
2183,210.57,25.27,NULL,0,0,4,1621424059
2183,108.19,0,NULL,0,0,4,1621424128
2183,243.16,0,NULL,0,0,6,1621424139
2183,108.19,0,NULL,0,0,4,1621424231
2183,343.03,0,NULL,0,0,4,1621424311
2183,210.57,25.27,NULL,0,0,4,1621424407
2183,108.19,0,NULL,0,0,4,1621424519
2183,80,0,NULL,0,0,4,1621424661
2183,0,0,NULL,0,0,1,1621424691
2183,33.55,0,NULL,0,0,4,1621424834
2183,0,0,NULL,0,0,1,1621424841
2150,0,0,NULL,0,0,1,1621424918
2183,35.65,0,NULL,0,0,4,1621424951
2150,0,0,NULL,0,0,1,1621424996
2183,20.97,0,NULL,0,0,4,1621425081
2183,245.25,0,NULL,0,0,6,1621425086
2183,20.97,0,NULL,0,0,4,1621425136
2183,1127.78,135.33,NULL,0,0,6,1621425142
4598,0,0,NULL,0,0,1,1621425289
2150,0,0,NULL,0,0,1,1621425391
2150,0,0,NULL,0,0,1,1621425478
2181,30,0,NULL,0,0,1,1621425589
4687,2000,240,1621426298,0,0,2,1621426298
4598,10,1.2,1621427212,0,0,1,1621426710
4687,12.58,0,NULL,0,0,4,1621426858
4687,30,0,NULL,0,0,4,1621426858
4687,11,0,NULL,0,0,4,1621426992
4687,11,0,NULL,0,0,4,1621426997
4598,10,1.2,1621427981,0,0,2,1621427981
4598,10,1.2,1621428700,0,0,2,1621428700
4687,0,0,NULL,11,0,1,1621428943
4631,0,0,NULL,0,0,1,1621429448
4687,0,0,NULL,11,0,1,1621429541
4631,0,0,NULL,0,0,1,1621430022
4636,10,1.2,1621430082,0,0,2,1621430082
4687,0,0,NULL,11,1.32,4,1621435760
4687,0,0,NULL,0,0,8,1621435765
4598,0,0,1621438479,0,0,1,1621437569
4598,67,8.04,1621438166,0,0,3,1621438166
1973,0,0,NULL,0,0,1,1621439084
4635,0,0,1621439714,0,0,1,1621439356
4635,23,2.76,1621439652,0,0,3,1621439652
4635,20,2.4,1621439975,0,0,2,1621439975
0,10,0,NULL,0,0,7,1621440055
0,10,0,NULL,0,0,7,1621440154
2150,0,0,NULL,0,0,1,1621440364
2150,0,0,NULL,0,0,1,1621440434
2181,30,0,NULL,0,0,1,1621440539
4635,0,0,NULL,0,0,1,1621441053
4635,10,0,NULL,10,0,1,1621441260
2150,0,0,NULL,0,0,1,1621441615
2150,0,0,NULL,0,0,1,1621441676
4631,0,0,NULL,0,0,1,1621441705
4631,0,0,NULL,0,0,1,1621441709
4631,0,0,NULL,0,0,1,1621441715
4599,0,0,NULL,0,0,1,1621441792
4599,0,0,NULL,10,0,1,1621442608
4599,0,0,NULL,10,1.2,4,1621443041
4599,0,0,NULL,0,0,1,1621443072
4598,0,0,NULL,10,0,1,1621443323
4598,2,0.24,NULL,10,1.2,4,1621443426
4598,0,0,NULL,0,0,1,1621443458
2181,30,0,NULL,0,0,1,1621443912
2150,0,0,NULL,0,0,1,1621444074
2183,33.55,0,NULL,0,0,4,1621444213
2183,0,0,NULL,0,0,1,1621444221
2183,33,3.96,NULL,0,0,4,1621444330
2183,0,0,NULL,0,0,1,1621444336
2183,35.65,0,NULL,0,0,4,1621444451
2183,0,0,NULL,0,0,4,1621444600
2183,0,0,NULL,0,0,1,1621444617
2183,20,2.4,NULL,0,0,4,1621444716
2183,0,0,NULL,0,0,1,1621444730
2183,0,0,NULL,0,0,8,1621444744
2183,264.61,0,NULL,0,0,4,1621444829
2183,1147.14,137.66,NULL,0,0,4,1621444921
2183,20.97,0,NULL,0,0,4,1621444994
2183,245.25,0,NULL,0,0,6,1621445002
2183,20.97,0,NULL,0,0,4,1621445056
2183,1127.78,135.33,NULL,0,0,6,1621445064
2183,264.61,0,NULL,0,0,4,1621445118
2183,1147.14,137.66,NULL,0,0,4,1621445230
2183,20.97,0,NULL,0,0,4,1621445342
2183,80,0,NULL,0,0,4,1621445492
2183,0,0,NULL,0,0,1,1621445527
2183,20,2.4,NULL,0,0,4,1621446566
2183,0,0,NULL,0,0,1,1621446581
2183,0,0,NULL,0,0,8,1621446595
2183,20,2.4,NULL,0,0,4,1621446796
2183,0,0,NULL,0,0,1,1621446812
2183,0,0,NULL,0,0,8,1621446823
2183,20,2.4,NULL,0,0,4,1621447249
2183,0,0,NULL,0,0,8,1621447255
2183,20,2.4,NULL,0,0,4,1621447372
2183,0,0,NULL,0,0,1,1621447382
2183,0,0,NULL,0,0,8,1621447392
2183,20,2.4,NULL,0,0,4,1621447440
2183,0,0,NULL,0,0,8,1621447446
4528,0,0,NULL,0,0,1,1621447597
2183,33.55,0,NULL,0,0,4,1621447756
2183,0,0,NULL,0,0,1,1621447764
2150,0,0,NULL,0,0,1,1621447801
0,10,0,NULL,0,0,7,1621447839
2150,0,0,NULL,0,0,1,1621447863
2183,33,3.96,NULL,0,0,4,1621447903
2183,0,0,NULL,0,0,1,1621447908
2181,30,0,NULL,0,0,1,1621447975
2183,35.65,0,NULL,0,0,4,1621448011
2183,0,0,NULL,0,0,4,1621448146
2183,0,0,NULL,0,0,1,1621448158
2183,20,2.4,NULL,0,0,4,1621448250
2183,0,0,NULL,0,0,1,1621448265
2183,0,0,NULL,0,0,8,1621448276
4694,0,0,NULL,0,0,1,1621448327
2183,170.68,0,NULL,0,0,4,1621448354
2183,1010.43,121.25,NULL,0,0,4,1621448445
2183,130.42,0,NULL,0,0,4,1621448511
2183,50.29,0,NULL,0,0,6,1621448518
2183,130.42,0,NULL,0,0,4,1621448569
2183,890.04,106.81,NULL,0,0,6,1621448575
2183,170.68,0,NULL,0,0,4,1621448622
2183,1010.43,121.25,NULL,0,0,4,1621448670
2183,130.42,0,NULL,0,0,4,1621448729
2183,20,2.4,NULL,0,0,4,1621448852
2183,0,0,NULL,0,0,1,1621448862
2183,0,0,NULL,0,0,8,1621448870
2183,20,2.4,NULL,0,0,4,1621448918
2183,0,0,NULL,0,0,8,1621448924
2183,80,0,NULL,0,0,4,1621448987
2183,0,0,NULL,0,0,1,1621449003
2183,1010.43,121.25,NULL,0,0,4,1621449137
2183,170.68,0,NULL,0,0,4,1621449210
2183,1010.43,121.25,NULL,0,0,4,1621449257
1069,0,0,NULL,0,0,1,1621449552
1069,0,0,NULL,0,0,1,1621449617
1069,28.94,0,NULL,0,0,4,1621450627
2691,0,0,NULL,0,0,1,1621451261
4618,70.57,8.47,NULL,8,0.96,4,1621453601
4618,0,0,1621453985,0,0,1,1621453709
4618,15,1.8,1621453985,0,0,1,1621453758
4618,0,0,1621454992,0,0,1,1621454541
4618,10,1.2,1621454973,0,0,3,1621454973
4618,0,0,1621455732,0,0,1,1621455257
4618,0,0,1621455732,0,0,1,1621455281
4618,100,12,1621455732,0,0,1,1621455344
2183,0,0,NULL,0,0,1,1621478878
2183,33.55,0,NULL,0,0,4,1621479383
2183,0,0,NULL,0,0,1,1621479388
2150,0,0,NULL,0,0,1,1621479431
2183,0,0,NULL,0,0,1,1621479442
0,10,0,NULL,0,0,7,1621479450
2150,0,0,NULL,0,0,1,1621479490
2183,33,3.96,NULL,0,0,4,1621479498
2183,0,0,NULL,0,0,1,1621479504
2181,30,0,NULL,0,0,1,1621479580
2183,35.65,0,NULL,0,0,4,1621479596
2183,20,2.4,NULL,0,0,4,1621479751
2183,0,0,NULL,0,0,1,1621479761
2183,0,0,NULL,0,0,8,1621479769
2183,170.68,0,NULL,0,0,4,1621479850
2183,1010.43,121.25,NULL,0,0,4,1621479930
2183,384.55,0,NULL,0,0,4,1621479987
2183,0,0,NULL,0,0,6,1621479990
2183,384.55,0,NULL,0,0,4,1621480037
2183,655.46,78.66,NULL,0,0,6,1621480042
2183,170.68,0,NULL,0,0,4,1621480084
2183,1010.43,121.25,NULL,0,0,4,1621480129
2183,384.55,0,NULL,0,0,4,1621480175
2183,20,2.4,NULL,0,0,4,1621480236
2183,0,0,NULL,0,0,1,1621480246
2183,0,0,NULL,0,0,8,1621480254
2183,20,2.4,NULL,0,0,4,1621480300
2183,0,0,NULL,0,0,8,1621480306
2183,80,0,NULL,0,0,4,1621480364
2183,0,0,NULL,0,0,1,1621480378
2183,0,0,NULL,0,0,4,1621480477
2183,0,0,NULL,0,0,1,1621480487
2183,170.68,0,NULL,0,0,4,1621480552
2183,1010.43,121.25,NULL,0,0,4,1621480599
2183,384.55,0,NULL,0,0,4,1621480651
2183,170.68,0,NULL,0,0,4,1621480767
2183,1010.43,121.25,NULL,0,0,4,1621480814
2183,170.68,0,NULL,0,0,4,1621481067
2183,170.68,0,NULL,0,0,4,1621481565
2183,343.87,0,NULL,0,0,4,1621481714
4631,15,1.8,1621488829,0,0,2,1621489600
4631,5.42,0,NULL,0,0,4,1621492646
4598,0,0,NULL,0,0,1,1621492705
4598,0,0,NULL,0,0,1,1621492725
4631,45.03,5.4,NULL,0,0,6,1621492921
4632,3.87,0,NULL,0,0,4,1621494288
4632,19.68,0,NULL,0,0,6,1621494364
4632,3.87,0,NULL,0,0,4,1621494451
4598,0,0,NULL,0,0,1,1621496055
4598,10,0,NULL,0,0,1,1621496056
4607,0,0,NULL,0,0,1,1621496217
4607,0,0,NULL,0,0,1,1621496225
4632,26.45,3.17,NULL,0,0,6,1621496311
4529,3.87,0,NULL,0,0,4,1621496682
0,10,0,NULL,0,0,7,1621496693
4529,16.45,1.97,NULL,0,0,6,1621496712
2183,0,0,NULL,0,0,1,1621496712
2183,30.97,0,NULL,0,0,4,1621496732
2183,0,0,NULL,0,0,1,1621496741
2150,0,0,NULL,0,0,1,1621496767
2150,0,0,NULL,0,0,1,1621496836
2183,30,3.6,NULL,0,0,4,1621496846
2183,0,0,NULL,0,0,1,1621496852
2181,30,0,NULL,0,0,1,1621496955
2183,32.9,0,NULL,0,0,4,1621496971
2183,0,0,NULL,0,0,4,1621497113
2183,0,0,NULL,0,0,1,1621497128
4607,0,0,NULL,0,0,1,1621497203
4607,0,0,NULL,0,0,1,1621497210
2183,20,2.4,NULL,0,0,4,1621497233
2183,0,0,NULL,0,0,1,1621497244
2183,0,0,NULL,0,0,8,1621497255
2183,226.84,0,NULL,0,0,4,1621497353
4528,0,0,1621498953,0,0,1,1621497356
4599,0,0,NULL,0,0,1,1621497431
2183,918.57,110.23,NULL,0,0,4,1621497446
2183,251.61,0,NULL,0,0,4,1621497531
2183,0,0,NULL,0,0,6,1621497536
4599,0,0,NULL,0,0,1,1621497560
4599,0,0,NULL,0,0,1,1621497566
2183,251.61,0,NULL,0,0,4,1621497589
2183,687.93,82.55,NULL,0,0,6,1621497596
2183,226.84,0,NULL,0,0,4,1621497650
2183,918.57,110.23,NULL,0,0,4,1621497724
2183,251.61,0,NULL,0,0,4,1621497807
2183,20,2.4,NULL,0,0,4,1621497900
2183,0,0,NULL,0,0,1,1621497922
2183,0,0,NULL,0,0,8,1621497939
2183,20,2.4,NULL,0,0,4,1621498006
2183,0,0,NULL,0,0,8,1621498013
2183,80,0,NULL,0,0,4,1621498081
2183,0,0,NULL,0,0,1,1621498099
2183,293.03,0,NULL,0,0,4,1621498211
2183,744.29,89.32,NULL,0,0,4,1621498285
4528,5,0.6,1621498310,0,0,2,1621498310
2183,220.26,0,NULL,0,0,4,1621498364
2183,205.16,0,NULL,0,0,4,1621498466
2183,501.43,60.17,NULL,0,0,4,1621498550
2183,132.39,0,NULL,0,0,4,1621498634
4528,11,1.32,1621498944,0,0,3,1621498944
2183,46.84,0,NULL,0,0,4,1621499387
2183,22.07,0,NULL,0,0,4,1621499605
2183,30,3.6,NULL,0,0,4,1621500014
2183,0,0,NULL,0,0,1,1621500029
2150,0,0,NULL,0,0,1,1621500071
2183,0,0,NULL,0,0,1,1621500092
0,10,0,NULL,0,0,7,1621500119
2150,0,0,NULL,0,0,1,1621500149
2183,32.9,0,NULL,0,0,4,1621500176
2181,30,0,NULL,0,0,1,1621500250
2183,0,0,NULL,0,0,4,1621500311
